PDB,KD1,KD2,Initials,Notes
3r6e,770.9,711.6,LL,"Kd1: int 1-6, Kd2: int 7-9"
7nlu,na,na,LL,
1qdn,593.8,712.9,LL,"Kd1: int 4-6, Kd2: int 2-3"
5szz,na,na,LL,
5ero,431,1793,LL,"Kd1: int 5-7, Kd2: int 1-2"
4uog,706.2,1055,LL,"Kd1: int 3-5, Kd2: int 1-2"
2pga,na,na,LL,
6xpw,822,942,LL,"Kd1: int 4-9, Kd2: int 1-3"
5h16,606,1133.4,LL,"Kd1: int 4-9, Kd2: int 1-3"
1ino,751.6,679,LL,"Kd1: int 1, Kd2: int 2"
2oba,772.9,709.9,LL,"Kd1: int 1-6, Kd2: int 7-9"
4nqj,na,na,LL,Another cool looking structure
3h8g,na,na,LL,
1u1c,na,na,LL,
5udv,415.8,512.9,LL,"Kd1: int 1-3, 5-7, Kd2: int 8-9"
4yp5,474,1029.2,LL,"Kd1: int 7-9, Kd2: int 1-2"
1u1d,na,na, LL,
3gcb,931.5,3852.6,LL,"Kd1: int 2, Kd2: int 1"
1m8f,439.9,767.8,LL,"Kd1: int 3, Kd2: int 1"
2bsx,na,na,LL,
3u9r,879.6,3854.3,LL,"Kd1: int 2, Kd2: int 1"
4h5l,na,na,LL,
4x9d,na,na,LL,
3ome,na,na,LL,
3ej2,724.8,522.7,LL,"Kd1: int 2, Kd2: int 3"
3nta,302.4,3558,LL,"Kd1: int 10-11, Kd2: int 1-2"
5ing,1221.4,4480.2,LL,"Kd1: int 4-9, Kd2: int 1-3"
6k1f,1899.9,1479,LL,"Kd1: int 1-6, Kd2: int 7-9"
3rf4,na,na,LL,
3kvv,na,na,LL,
7nln,na,na,LL,
7oez,na,na,LL,
6joh,813.1,935.7,LL,"Kd1: int 14,19,24,31,32,36, Kd2: int 6-8"
4tla,na,na,LL,
4rcb,na,na,LL,
6ins,na,na,LL,
1l2q,1021.7,1193.2,LL,"Kd1: int 2, Kd2: int 1"
5o0a,561.2,1104,LL,"kd1: int 3-5, Kd2: int 1-2"
2vhx,na,na,LL,
2w4d,na,na,LL,
4z74,647.9,605.6,LL,"Kd1: int 1-5,7,Kd2: int 13,15-16"
4juv,na,na,LL,
3ibb,1364.8,4713.4,LL,"Kd1: int 4-9, Kd2: int 1-3"
3gw7,268.9,1438.7,LL,"Kd1: int 3-4, Kd2: int 1"
1jdv,na,na,LL,
4jcs,2237.6,767.7,LL,"Kd1: int 1, Kd2: int 2"
3rba,534.8,1081.2,LL,"Kd1: int 3, Kd2: int 1"
5n0l,na,na,LL,
4ppm,na,na,LL,
3qna,711.6,661.4,LL,"Kd1: int 1-6, Kd2: int 7-9"
4ncp,na,na,LL,
2qq3,2102.8,746.1,LL,"Kd1: int 2-4,8,11-12, Kd2: int 13,15,16"
2au7,652.8,689.8,LL,"Kd1: int 2, Kd2: int 1"
3sb2,na,na,LL,
7keg,1125,741.2,LL,"Kd1: int 1-2, Kd2: int 3"
3q5v,na,na,LL,
2iih,na,na,LL,
3ntd,na,na,LL,
3qn9,681.6,718.1,LL,"Kd1: int 1-2, Kd2: int 3"
4qiv,na,na,LL,
1we5,971.3,1893.2,LL,"Kd1: int 4-9, Kd2: int 1-3"
3h8f,na,na,LL,
3hjc,na,na,LL,
5x6f,680.3,1027.8,LL,"Kd1: int 6-7,9, Kd2: int 1,4"
3ujp,na,na,LL,
5.00E+25,na,na,LL,
5xeu,na,na,LL,
4ntm,na,na,LL,
2eis,na,na,LL,
7nly,na,na,LL,
1faj,656.7,649.4,LL,"Kd1: int 1, Kd2: int 2 "
4udk,835.5,1253.3,LL,"Kd1: int 4-9, Kd2: int 1-3"
4roq,na,na,LL,PDBePISA could not find
4bm9,333.8,892.9,LL,"Kd1: int 4, Kd2: int 1"
3uc5,538.5,976.6,LL,"Kd1: int 2, Kd2: int 1"
1mjx,654.2,687.3,LL,"Kd1: int 2-3, Kd2: int 1"
4jxy,na,na,LL,
5ini,1168.7,4399.3,LL,"Kd1: int 4-9, Kd2: int 1-3"
1jp7,na,na,LL,
4fdx,na,na,LL,
4uoh,744.6,1011.5,LL,"Kd1: int 3-5, Kd2: int 1-2"
1xe3,na,na,LL,
4jp5,na,na,LL,
4z73,na,na,LL,
5szu,na,na,LL,
1je1,na,na,LL,
3phc,na,na,LL,
1xnw,1371.7,4716,LL,"Kd1: int 4-9, Kd2: int 1-3"
6eyp,na,na,LL,
5hdh,626.9,1318.6,LL,"Kd1: int 2, Kd2: int 1"
4yp6,472.7,1031.8,LL,"Kd1: int 7-9, Kd2: int 1-2"
1jdz,na,na,LL,
5cm0,na,na,LL,
1t8y,na,na,LL,
6bdg,na,na,LL,
4brb,na,na,LL,
1tv2,1000.6,1181.8,LL,"Kd1: int 2, Kd2: int 1"
4dz4,944.6,1089.5,LL,"Kd1: int 4-9, Kd2: int "
4yp7,450.9,1029,LL,"Kd1: int 7-9, Kd2: int 1-2"
5gp4,na,na,LL,
1sj9,na,na,LL,
1a6r,422.9,3971.7,LL,"Kd1: int 3, Kd2: int 1"
1tv3,1019.3,1170.3,LL,"Kd1: int 3, Kd2: int 1"
4ntk,na,na,LL,
4dae,na,na,LL,
4fwh,na,na,LL,
3qhs,na,na,LL,
1p5q,na,na,LL,
5ern,525.9,1853.8,LL,"Kd1: int 2, Kd2: int 1"
5uw2,na,na,LL,
2vu5,697.4,1047.6,LL,"Kd1: int 2, Kd2: int 1"
3x1j,611.8,1097.3,LL,"Kd1: int 3-5, Kd2: int 1-2"
3zk4,1526.8,856.4,LL,"Kd1: int 1-3, Kd2: int 4-5"
5o08,634.7,1073.3,LL,"Kd1: int 3-5, Kd2: int 1-2"
5ugr,1928.8,796.1,LL,"Kd1: int 1, Kd2: int 3"
3h8e,na,na,LL,
4l9y,na,na,LL,
1o8u,na,na,LL,
1y62,382.3,398.7,LL,"Kd1: int 4-9, Kd2: int 1-3"
1hrd,1113.6,1269.6,LL,"Kd1: int 3-5, Kd2: int 1-2"
2cz4,na,na,LL,
5v76,927.6,935.4,LL,"Kd1: int 2-3, Kd2: int 1"
2bne,na,na,LL,
3uep,na,na,LL,
6oix,na,na,LL,
5zc7,na,na,LL,
6l3o,1611.7,813.3,LL,"Kd1: int 1-2, Kd2: int 3"
5d56,na,na,LL,
3qid,500.7,1225.8,LL,"Kd1: int 3-5, Kd2: int 1-2"
4l9z,2122.9,782.3,LL,"Kd1: int 1-6, Kd2: int 7-9"
4oeh,na,na,LL,
1enf,720.2,420.4,LL,"Kd1: int 1, Kd2: int 3"
5sa6,na,na,LL,
1jdu,na,na,LL,
3k9w,622.5,1194.1,LL,"Kd1: int 2, Kd2: int 1"
5x1l,na,na,LL,
4rbt,na,na,LL,
6wjo,498,427.3,LL,"Kd1: int 2-3, Kd2: int 4"
5ty5,na,na,LL,
6g6v,557.3,1084.4,LL,"Kd1: int 2, Kd2: int 1"
4brr,na,na,LL,
2hw5,2085.8,545.6,LL,"Kd1: int 1-6, Kd2: int 8-10"
1cia,1078.1,110.6,LL,"Kd1: int 1, Kd2: int 3"
4ota,na,na,LL,
5mfp,673,1011.8,LL,"Kd1: int 2-3, Kd2: int 1"
7al0,na,na,LL,
2.00E+00,417.8,3901.9,LL,"Kd1: int 3, Kd2: int 1"
3fvr,na,na,LL,
1mx9,485.5,1879.1,LL,"Kd1: int 12-16, 20, Kd2: int 2-4"
3aog,933.3,1612.2,LL,"Kd1: int 9-11,13-15, Kd2: int 1,4-5"
2iq5,na,na,LL,
3q86,904.3,990.2,LL,"Kd1: int 2-3, Kd2: int 1"
1tfu,549.9,1012.2,LL,"Kd1: int 2, Kd2: int 1"
6vw4,926.6,263.9,LL,"Kd1: int 1-2, Kd2: int 5"
4x19,na,na,LL,
3dps,na,na,LL,
1vbf,na,na,LL,
4dz6,1067.2,1000.9,LL,"Kd1: int 1-6, Kd2: int 7-9"
1jds,na,na,LL,
2dzy,900.5,3899,LL,"Kd1: int 2, Kd2: int 1"
3bbf,777,1005,LL,"Kd1: int 4-9, Kd2: int 1-3"
1yrx,na,na,LL,
1hyb,451.5,809.2,LL,"Kd1: int 2, Kd2: int 1"
5eon,na,na,LL,
1fui,1929.4,1529.5,LL,"Kd1: int 1-6, Kd2: int 7-9"
4n69,1031.3,606,LL,"Kd1: int 1-2, Kd2: int 3"
4m3n,na,na,LL,
7nn7,na,na,LL,
2hvv,na,na,LL,
1mjw,644.4,694,LL,"Kd1: int 2-3, Kd2: int 1"
1m8g,451.3,793.7,LL,"Kd1: int 3, Kd2: int 1"
4n6b,841.9,614,LL,"Kd1: int 1-6, Kd2: int 7-9"
1ude,748.9,666.8,LL,"Kd1: int 1-3, Kd2: int 4-5"
3q8u,860.3,994.3,LL,"Kd1: int 4-9, Kd2: int 1-3"
7nm0,na,na,LL,
6ceq,423.6,813,LL,"Kd1: int 7-9, Kd2: int 1-2"
4l80,1962.7,1050.1,LL,"Kd1: int 1-6, Kd2: int 7-9"
4n6a,997.2,602,LL,"Kd1: int 1-2, Kd2: int 3"
7c8n,466.6,624.7,LL,"Kd1: int 2, Kd2: int 1"
1yli,na,na,LL,
4csg,na,na,LL,
6lrb,na,na,LL,
6yrj,518.2,1219.5,LL,"Kd1: int 11-16, Kd2: int 1-3"
4jrk,na,na,LL,
3dd6,na,na,LL,
2au8,669.5,711.1,LL,"Kd1: int 2, Kd2: int 1"
3d7j,731.9,924.5,LL,"Kd1: int 4-9, Kd2: int 1-3"
1ecp,na,na,LL,
1ipw,644.1,705.2,LL,"Kd1: int 2, Kd2: int 1"
2eip,648.7,663.4,LL,"Kd1: int 2-3, Kd2: int 1"
3f56,1014.7,943.6,LL,"Kd1: int 1-6, Kd2: int 7-9"
5o0f,578.1,1130.2,LL,"Kd1: int 3-5, Kd2: int 1-2"
6zuk,na,na,LL,
6fps,na,na,LL,
3juv,805.9,208.9,LL,"Kd1: int 1, Kd2: int 7"
1obw,708.2,689.1,LL,"Kd1: int 1-3, Kd2: int 4-5"
4x1c,na,na,LL,
3q83,864.2,1003.6,LL,"Kd1: int 4-9, Kd2: int 1-3"
2pfx,na,na,LL,
3ue6,na,na,LL,
5hk2,na,na,LL,
4u2k,na,na,LL,
6d9z,na,na,LL,
3cla,1079.2,151.5,LL,"Kd1: int 1, Kd2: int 4"
4ht5,na,na,LL,
4p9c,na,na,LL,
1vpm,na,na,LL,
1mjy,759.1,629,LL,"Kd1: int 1-2, Kd2: int 3"
4cla,1089.7,142.2,LL,"Kd1: int 1, Kd2: int 4"
3d6x,na,na,LL,
4z72,649.4,603,LL,"Kd1: int 2, Kd2: int 3"
6zpc,na,na,LL,
1tgy,na,na,LL,
4x9c,na,na,LL,
6yr4,522.8,1105.8,LL,"Kd1: int 11-16, Kd2: int 1-3"
1utt,522.8,375.5,LL,"Kd1: int 1, Kd2: int 3"
1odj,na,na,LL,
2z7e,na,na,LL,
1s80,1126,485.7,LL,"Kd1: int 1-6, Kd2: int 7-9"
5clo,na,na,LL,
3oot,683.8,1013.9,LL,"Kd1: int 2-3, Kd2: int 1"
6ghw,na,na,LL,
6vsu,897.4,1185.5,LL,"Kd1: int 13,15,28,30,32,36, Kd2: int 4,5,8"
6zpa,na,na,LL,
3rfq,552,575.9,LL,"Kd1: int 3-5, Kd2: int 1-2"
3jzv,na,na,LL,
3emv,na,na,LL,
4wia,475.2,499.2,LL,"Kd1: int 2-4, Kd2: int 6-7"
4jpd,na,na,LL,
3g4x,na,na,LL,
1jec,na,na,LL,
2uzp,316.4,653.1,LL,"Kd1: int 4-6, Kd2: int 1-2"
6rca,na,na,LL,
4ntn,710.9,721.4,LL,"Kd1: int 1-6, Kd2: int 7-9"
1wps,na,na,LL,
2ppy,1850.2,784.1,LL,"Kd1: int 1-6, Kd2: int 7-9"
2yfh,1132.1,1272.9,LL,"Kd1: int 4-9, Kd2: int 1-3"
1jpv,na,na,LL,
4lkr,na,na,LL,
4pn9,na,na,LL,
5m2t,na,na,LL,
3fvt,na,na,LL,
4b5u,824.3,1289.4,LL,"Kd1: int 2-3, Kd2: int 1"
3mbj,604.3,2176.1,LL,"Kd1: int 2, Kd2: int 1"
1nr1,1670.8,1492.4,LL,"Kd1: int 1-6, Kd2: int 7-9"
6cxd,na,na,LL,
2pjl,na,na,LL,
1jfd,656.8,684.9,LL,"Kd1: int 2-3, Kd2: int 1"
3fyt,na,na,LL,
2g3m,1470.3,950.2,LL,"Kd1: int 1-6, Kd2: int 7-9"
2g3n,1465.5,957.2,LL,"Kd1: int 1-6, Kd2: int 7-9"
1t0u,na,na,LL,
3sw5,676.3,633.5,LL,"Kd1: int 1-6, Kd2: int 7-9"
2dga,471.6,927.3,LL,"Kd1: int 4, Kd2: int 1"
1mj3,na,na,LL,
2az3,753.2,1009.1,LL,"Kd1: int 6-9,13,14, Kd2: int 1,2,5"
6bwc,na,na,LL,
7bxb,615.3,1144.7,LL,"Kd1: int 4-9, Kd2: int 1-3"
6nwf,na,na,LL,PDBePISA could not find
1z75,412.8,1744.5,LL,"Kd1: int 2, Kd2: int 1"
4ogl,na,na,LL,
1sxv,632,623.8,LL,"Kd1: int 2, Kd2: int 3"
4lzw,na,na,LL,
4g8j,na,na,LL,
1igp,695.4,679.2,LL,"Kd1: int 1, Kd2: int 2"
3g4z,na,na,LL,
5our,na,na,LL,
3sbo,1004.7,1551.6,LL,"Kd1: int 4-9, Kd2: int 1-3"
1g8f,749.2,1629.5,LL,"Kd1: int 2, Kd2: int 1"
5efo,na,na,LL,
6ysa,859.7,1216.9,LL,"Kd1: int 7,10,11,13,17-18, Kd2: int 1,3,4"
5naz,2137.8,945.6,LL,"Kd1: int 1, Kd2: int 2"
5epu,na,na,LL,
6z9z,na,na,LL,
6oiy,702.2,1912.7,LL,"Kd1: int 4-9, Kd2: int 1-3"
6yrd,522.8,1204.3,LL,"Kd1: int 11-16, Kd2: int 1-3"
3g50,na,na,LL,
4ny1,na,na,LL,
4j6b,350.3,797.9,LL,"Kd1: int 6-7, Kd2: int 1"
5h7x,605.9,1224.3,LL,"Kd1: int 5-10, Kd2: int 1-3"
2isc,na,na,LL,
3jqj,na,na,LL,
2yh9,na,na,LL,
5egk,na,na,LL,
7k9p,1076.1,796.4,LL,"Kd1: int 1,2, Kd2: int 3"
3enz,na,na,LL,
3q1t,1296.1,673.3,LL,"Kd1: int 1-6, Kd2: int 7-9"
2j5g,1344.2,1106.8,LL,"Kd1: int 1,4,7-10, Kd2: int 14-15,18"
3qp3,na,na,LL,
4f4a,713.6,1117.8,LL,"Kd1: int 3-5, Kd2: int 1-2"
4b5t,na,na,LL,
1nsk,714.7,1018.4,LL,"Kd1: int 4-9, Kd2: int 1-3"
4nu7,na,na,LL,
4of4,na,na,LL,
2dev,na,na,LL,
3etg,na,na,LL,
3sfu,495.1,1075.5,LL,"Kd1: int 3-5, Kd2: int 1-2"
5ucq,765.2,707.4,LL,"Kd1: int 1-3, Kd2: int 4-5"
1t6u,na,na,LL,
6npf,na,na,LL,
3h81,2093.3,550.4,LL,"Kd1: int 1-3, Kd2: int 4-5"
3fo3,na,na,LL,
6w4n,na,na,LL,
5swc,na,na,LL,
3tjo,na,na,LL,
4z70,647.9,598.2,LL,"Kd1: int 1-3, Kd2: int 4-5"
6hx2,na,na,LL,
2aqt,na,na,LL,
4ox8,na,na,LL,
1q6w,na,na,LL,
2.00E+03,876.9,3941.8,LL,"Kd1: int 2, Kd2: int 1"
2ylb,na,na,LL,
4zdb,1181.1,1089.1,LL,"Kd1: int 1-3, Kd2: int 4-5"
6f2c,na,na,LL,
4ecp,649.9,539.9,LL,"Kd1: int 1-2, Kd2: int 3"
5tig,na,na,LL,
2vsu,na,na,LL,
3rmr,na,na,LL,
4z71,635.3,600.3,LL,"Kd1: int 1-3, Kd2: int 4-5"
5szv,na,na,LL,
6xdh,1123,845.7,LL,"Kd1: int 1-2, Kd2: int 3"
3dah,na,na,LL,
4j6c,397.2,755.7,LL,"Kd1: int 6-7, Kd2: int 1"
2vqg,na,na,LL,
3t94,1235.6,1003.3,LL,"Kd1: int 3-5, Kd2: int 8-9"
6xl3,583.1,224,LL,"Kd1: int 1-2, Kd2: int 3"
5cfy,na,na,LL,
1jxv,779.7,991.3,LL,"Kd1: int 4-9, Kd2: int 1-3"
1o6b,360.8,1312.9,LL,"Kd1: int 3, Kd2: int 1"
5zni,na,na,LL,
1m8k,465.4,995.9,LL,"Kd1: int 7-9, Kd2: int 1-2"
3r3j,1069.9,1595.4,LL,"Kd1: int 4-9, Kd2: int 1-3"
5yk0,na,na,LL,
4ruk,589.3,1130.3,LL,"Kd1: int 4-9, Kd2: int 1-3"
5nkt,249,110.7,LL,"Kd1: int 2, Kd2: int 3"
3nl3,706.9,773.8,LL,"Kd1: int 4-9, Kd2: int 1-3"
6k9c,na,na,LL,
1b6z,795.9,791.1,LL,"Kd1: int 1-2, Kd2: int 3"
2ekn,na,na,LL,
2.00E+02,888.9,3866.8,LL,"Kd1: int 2, Kd2: int 1"
5u99,580.2,1160.2,LL,"Kd1: int 2, Kd2: int 1"
5xwc,975.2,1544.8,LL,"Kd1: int 2, Kd2: int 1"
3bg2,645.1,1789.9,LL,"Kd1: int 2, Kd2: int 1"
3iot,na,na,LL,
4bu2,555,3352.6,LL,"Kd1: int 2, Kd2: int 1"
2hsw,na,na,LL,
4oyg,na,na,LL,PDBePISA could not find
5c2o,na,na,LL,
3d6l,na,na,LL,
2f3r,363.1,1505,LL,"Kd1: int 6-7, Kd2: int 1"
4gm6,662.6,999.9,LL,"Kd1: int 4-9, Kd2: int 1-3"
2j5i,1613.7,810.6,LL,"Kd1: int 1,3,7,8,10-11, Kd2: int 13,15,18"
4zdf,1195.4,1169.9,LL,"Kd1: int 1-2, Kd2: int 3"
2gti,na,na,LL,
5wdk,na,na,LL,
3nl5,na,na,LL,The eye of agamotto? lol
1n6f,na,na,LL,
5a5k,na,na,LL,
1odt,na,na,LL,
3bbc,785.2,1031.1,LL,"Kd1: int 4-9, Kd2: int 1-3"
3sxn,na,na,LL,
3fem,na,na,LL,
1je0,na,na,LL,
6dio,na,na,LL,
3rhs,552,975.8,LL,"Kd1: int 2, Kd2: int 1"
2cla,1068.8,104.6,LL,"Kd1: int 1, Kd2: int 3"
4b5v,na,na,LL,
4n9x,547.9,1342,LL,"Kd1: int 3, Kd2: int 1"
2dzz,394.3,3903.6,LL,"Kd1: int 3, Kd2: int 1"
2vss,na,na,LL,
2ehu,313.1,2891.8,LL,"Kd1: int 6-7, Kd2: int 1"
6d3q,na,na,LL,
2az1,766.1,1023.5,LL,"Kd1: int 4-9, Kd2: int 1-3"
5tmp,na,na,LL,
7bxc,604.2,1143.7,LL,"Kd1: int 13,17,25, Kd2: int 5,8"
4fky,739.7,1117.5,LL,"Kd1: int 3-5, Kd2: int 1-2"
4gu7,531.2,1297,LL,"Kd1: int 9,11, Kd2: int 1"
1wrv,na,na,LL,
5gmd,489.3,1307,LL,"Kd1: int 3, Kd2: int 1"
2vuy,541.9,1252.5,LL,"Kd1: int 3-4, Kd2: int 1"
2xwp,505,864.4,LL,"Kd1: int 4, Kd2: int 1"
3nl6,na,na,LL,
6fkx,na,na,LL,
1wcf,648.6,616.6,LL,"Kd1: int 1, Kd2: int 2"
5hz4,na,na,LL,
5x1i,na,na,LL,
3msr,874,969.9,LL,"Kd1: int 2, Kd2: int 1"
3q0g,2085.5,487.7,LL,"Kd1: int 1,4,5, Kd2: int 7,8"
3ngu,712,977.4,LL,"Kd1: int 2-3, Kd2: int 1"
1u9g,na,na,LL,
2j5s,1341.3,1092.7,LL,"Kd1: int 1-2, Kd2: int 3"
4p1j,235.8,661.5,LL,"Kd1: int 3, Kd2: int 1"
6yrc,508,1147.9,LL,"Kd1: int 11-16, Kd2: int 1-3"
1jdt,na,na,LL,
1qca,1079.1,175.8,LL,"Kd1: int 1, Kd2: int 4"
3rn6,760,2914.2,LL,"Kd1: int 2, Kd2: int 1"
4tv6,500,1559.2,LL,"Kd1: int 2, Kd2: int 1"
3nd5,564.4,1116.3,LL,"Kd1: int 4-9, Kd2: int 1-3"
3nd6,539.6,1134.3,LL,"Kd1: int 4-9, Kd2: int 1-3"
1ods,na,na,LL,
4ihr,na,na,LL,
2wam,na,na,LL,
3bbb,785.3,1018.9,LL,"Kd1: int 4-9, Kd2: int 1-3"
4ote,na,na,LL,
2v1o,na,na,LL,
1mjz,735.5,664.3,LL,"Kd1: int 1, Kd2: int 2"
5vn7,na,na,LL,
1hwz,na,na,LL,PDBePISA could not find
2afb,na,na,LL,
1hwy,1871.4,1433.4,LL,"Kd1: int 1-6, Kd2: int 7-9"
2gvk,684.4,1273.7,LL,"Kd1: int 2, Kd2: int 1"
3l39,737,690.5,LL,"Kd1: int 1, Kd2: int 2"
4k7c,695.2,3584.2,LL,"Kd1: int 2, Kd2: int 1"
6p5u,1473.2,644.3,LL,"Kd1: int 1-6, Kd2: int 7-9"
3qo3,na,na,LL,
2eii,313.7,2893.9,LL,"Kd1: int 6-7, Kd2: int 1"
2xlb,na,na,LL,
6w9z,na,na,LL,
1dub,2092.3,733.2,LL,"Kd1: int 1-6, Kd2: int 8-10"
5egl,na,na,LL,
4wkg,na,na,LL,
1h3d,845.3,1161.5,LL,"Kd1: int 2, Kd2: int 1"
2oyo,na,na,LL,
3ovg,893,980.7,LL,"Kd1: int 4-9, Kd2: int 1-3"
2aqq,na,na,LL,
5suh,1055.9,574.6,LL,"Kd1: int 1-3, Kd2: int 4-5"
3lcj,530.2,974.7,LL,"Kd1: int 2, Kd2: int 1"
2.00E+01,883.5,3915,LL,"Kd1: int 2, Kd2: int 1"
3i96,na,na,LL,
1z33,na,na,LL,
2i14,489.4,4649.5,LL,"Kd1: int 7-12, Kd2: int 1-3"
1bgv,1069.5,1261.7,LL,"Kd1: int 2, Kd2: int 1"
3njl,na,na,LL,
6oiv,na,na,LL,
4gj7,na,na,LL,
2voe,532.1,1804.4,LL,"Kd1: int 7-12, Kd2: int 1-3"
3ej0,680.9,526.2,LL,"Kd1: int 1, Kd2: int 2"
1otf,na,na,LL,
1vkd,929.5,1057.6,LL,"Kd1: int 4-9, Kd2: int 1-3"
5sa8,na,na,LL,
6iz1,880.3,429.6,LL,"Kd1: int 1, Kd2: int 2"
2dcn,589.2,1135.6,LL,"Kd1: int 7-8,12-13,17-18, Kd2: int 2-3,5"
1pjh,1209,1144.3,LL,"Kd1 int 1-3, Kd2: int 4,5"
2vpv,na,na,LL,
2uxs,na,na,LL,
7nlo,na,na,LL,
3nd7,544.2,1131.4,LL,"Kd1: int 4-9, Kd2: int 1-3"
5z1m,611.7,1272.3,LL,"Kd1: int 4-6, Kd2: int 1-2"
4gua,na,na,LL,
5lsr,985.8,1095.5,LL,"Kd1: int 3-5, Kd2: int 1-2"
3dzm,na,na,LL,
6h65,705.6,2324.1,LL,"Kd1: int 5,7-8, Kd2: int 1,3"
1gcb,443.3,3865.7,LL,"Kd1: int 3, Kd2: int 1"
3git,318,857,LL,"Kd1: int 8-13, Kd2: int 1-3"
2i0u,486.8,322.4,LL,"Kd1: int 2-3, Kd2: int 6"
4pyd,na,na,LL,
5s6x,1173.2,739.7,LL,"Kd1: int 1-2, Kd2: int 3"
4mlk,na,na,LL,
5inf,1171.2,4322.7,LL,"Kd1: int 4-9, Kd2: int 1-3"
6eiz,na,na,LL,
5sad,na,na,LL,
6e2b,241.3,783.3,LL,"Kd1: int 6-8, 15-17, Kd2: int 1-3"
3wbb,na,na,LL,
6z0e,na,na,LL,
6izf,853.2,418.9,LL,"Kd1: int 1, Kd2: int 2"
4a7w,232.6,1290.7,LL,"Kd1: int 6-7, Kd2: int 1"
4fmf,na,na,LL,
5sut,218.7,121.6,LL,"Kd1: int 1-2, Kd2: int 5"
5xvv,na,na,LL,
5sac,na,na,LL,
1b26,834,999.1,LL,"Kd1: int 4-9, Kd2: int 1-3"
5i1y,599.3,365.1,LL,"Kd1: int 1-3, Kd2: int 4,7,11"
4kvh,292.9,304.9,LL,"Kd1: int 3, Kd2: int 2"
5sa4,na,na,LL,
1f9a,377.8,835.9,LL,"Kd1: int 10-15, Kd2: int 1-3"
1yoy,na,na,LL,
6xok,552,945.5,LL,"Kd1: int 3, Kd2: int 1"
3vee,747.3,1191.1,LL,"Kd1: int 3-5, Kd2: int 1-2"
4zde,1209.9,1081.8,LL,"Kd1: int 1-3, Kd2: int 4-5"
5zx9,676,326.1,LL,"Kd1: int 1, Kd2: int 2"
3dm9,494.7,492.4,LL,"Kd1: int 2, Kd2: int 3"
5sah,na,na,LL,
6v50,na,na,LL,
1thj,na,na,LL,
3qnr,740.5,1172.5,LL,"Kd1: int 3-5, Kd2: int 1-2"
6jk0,na,na,LL,
3wl3,1753.3,805.1,LL,"Kd1: int 1-3, Kd2: int 4-5"
4nt2,na,na,LL,
2qmh,1040.8,692.9,LL,"Kd1: int 1,3,5,6,11-12, Kd2: int 14-16"
6mqp,na,na,LL,
5drt,na,na,LL,
3kbr,na,na,LL,
2ewh,na,na,LL,
1uan,558.6,1463.9,LL,"Kd1: int 4-5, Kd2: int 1"
4d8x,na,na,LL,
4hov,na,na,LL,
3q9d,na,na,LL,
4h7o,1576.7,529.2,LL,"Kd1: int 1-3, Kd2: int 4-5"
6os8,na,na,LL,
3fyu,na,na,LL,
7nn8,na,na,LL,
5sai,na,na,LL,
3pnb,553.1,957.2,LL,"Kd1: int 3,6, Kd2: int 1"
3db2,na,na,LL,
4oe4,na,na,LL,
5sag,na,na,LL,
1jed,na,na,LL,
3sfg,475.3,1195.8,LL,"Kd1: int 4-6, Kd2: int 1-2"
6yeh,780.4,1129.4,LL,"Kd1: int 4-9, Kd2: int 1-3"
4faz,na,na,LL,
3rff,554.8,1002.2,LL,"Kd1: int 2, Kd2: int 1"
4r1o,2277.8,995.7,LL,"Kd1: int 1-6, Kd2: int 7-9"
4e1a,550.9,968.2,LL,"Kd1: int 2, Kd2: int 1"
5iom,905,1017.4,LL,"Kd1: int 3, Kd2: int 1"
3f1r,207.8,1081,LL,"Kd1: int 3-4, Kd2: int 1"
6xvg,676.8,1088.8,LL,"Kd1: int 4-9, Kd2: int 1-3"
5o06,558.9,984.7,LL,"Kd1: int 3-5, Kd2: int 1-2"
5s71,1178.1,756.7,LL,"Kd1: int 1-2, Kd2: int 3"
1r8h,na,na,LL,
2g64,na,na,LL,
3dkq,na,na,LL,
6w01,na,na,LL,
3thg,na,na,LL,
5o0c,558.3,984.9,LL,"Kd1: int 3-5, Kd2: int 1-2"
2vhy,na,na,LL,
6hrd,533,1514.2,LL,"Kd1: int 6-11, Kd2: int 1-3"
6omt,na,na,LL,
1tzf,652.3,1364.1,LL,"Kd1: int 2, Kd2: int 1"
1g8h,na,na,LL,
4fkx,728.1,1115.6,LL,"Kd1: int 3-5, Kd2: int 1-2"
1jee,na,na,LL,
3mt5,706.1,834,LL,"Kd1:int 3, Kd2: int 2"
1z3i,678.5,1598.2,LL,"Kd1:int 3, Kd2: int 1"
6qmg,549.4,955.9,LL,"Kd1: int 2, Kd2: int 1"
5sa5,na,na,LL,
1g8g,na,na,LL,
5s6y,1164.4,766.1,LL,"Kd1: int 1-2, Kd2: int 3"
3isa,671.8,829.3,LL,"Kd1: int 4-9, Kd2: int 1-3"
6oiw,na,na,LL,
5up8,na,na,LL,
3kvp,na,na,LL,
3hn8,na,na,LL,
2zua,835.3,1000,LL,"Kd1: int 3-4, Kd2: int 2"
1u8w,818.4,950.2,LL,"Kd1: int 4-9, Kd2: int 1-3"
6amz,2895.9,208.2,LL,"Kd1: int 1, Kd2: int 2"
2ej3,na,na,LL,
3ro6,na,na,LL,
6uxn,na,na,LL,
6g7t,551.8,954.6,LL,"Kd1: int 2, Kd2: int 1"
5cln,na,na,LL,
3njm,na,na,LL,
3vv1,na,na,LL,
5saf,na,na,LL,
